date,ABW,AFG,AGO,ALB,ARB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHI,CHL,CHN,CIV,CMR,COG,COL,COM,CPV,CRI,CSS,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,EMU,ERI,ESP,EST,ETH,EUU,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MIC,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAC,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OSS,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSS,PYF,QAT,ROU,RUS,RWA,SAS,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SSD,SST,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,UMC,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WLD,WSM,YEM,ZAF,COD,ZMB,ZWE
1960,65.5693658537,31.5800487805,32.9848292683,62.2543658537,46.7626948488,52.2432195122,65.2155365854,65.8634634146,61.7827317073,70.8170731707,68.5856097561,60.8362439024,41.2360487805,69.7019512195,37.2782682927,34.477902439,47.0245609756,69.2475609756,52.0893658537,62.7290487805,60.2762195122,67.708097561,59.9613658537,42.6681219512,54.6921463415,60.7666097561,62.4575609756,32.3593658537,50.5362439024,36.4826341463,71.1331707317,71.3134146341,70.6397804878,57.0215365854,43.465804878,36.8724146341,41.5237560976,48.5816341463,56.7167560976,43.4419512195,49.0013658537,61.6063658537,61.9939750708,63.9046585366,69.5939268293,70.3487804878,69.3129512195,44.0212682927,72.1765853659,51.8452682927,46.1351219512,53.1244390244,48.0137073171,69.2630060938,37.362902439,69.1092682927,67.9059756098,38.4057073171,69.2792903556,68.8197560976,55.9584878049,69.8682926829,57.5865853659,39.557804878,71.1268292683,63.4318536585,45.8314634146,34.8863902439,32.0422195122,42.1454146341,36.7330487805,68.163902439,59.8159268293,45.5316341463,61.2263414634,58.2326097561,66.9997073171,46.2883170732,64.6086585366,42.159,68.0031707317,44.8065121951,41.3836341463,69.6917560976,44.9455121951,48.0306829268,73.4286585366,,69.123902439,64.1918292683,52.6852682927,67.666097561,58.3675853659,46.3624146341,56.1280731707,41.2012926829,46.875,53.0013170732,60.3479512195,43.1929268293,63.2801219512,34.7831707317,42.641195122,57.3037560976,59.7471463415,46.5107073171,69.8473170732,68.4463902439,69.7868292683,64.6609268293,48.4466341463,61.8127804878,39.9746829268,35.8596097561,57.0656341463,46.7547510752,60.622804878,28.2116097561,67.6017804878,42.7363902439,63.7056097561,48.368804878,35.0037073171,43.483097561,58.7452195122,37.8355853659,59.4753414634,69.8936037571,46.8803902439,58.6390243902,35.5150487805,37.1829512195,46.9988292683,73.3926829268,73.5497560976,38.4556341463,71.2365853659,42.6670731707,45.491798687,46.4337317073,60.8768292683,47.6915853659,57.8119268293,38.4622439024,67.6804878049,68.7196097561,51.0771707317,62.8089268293,63.7937073171,53.6209130471,56.3570487805,61.247902439,65.6424390244,66.0552926829,42.2492926829,42.3861823868,45.6662682927,48.1876341463,38.206,65.6598292683,49.3817073171,30.3315365854,51.2993170732,36.9658780488,31.6767073171,51.9317475158,50.4513658537,59.6801219512,69.9759268293,68.9780487805,73.0056097561,44.2337804878,52.7682439024,38.0161219512,40.2728292683,55.2383658537,56.1535365854,54.4586829268,33.7271219512,61.3645365854,62.6575853659,42.0097560976,45.3844146341,43.6538780488,43.9835609756,68.2995365854,47.8057668632,67.8958780488,69.7707317073,58.8855365854,57.7238780488,59.529195122,63.7302195122,59.0670243902,46.4874878049,52.4799564516,49.9695121951,32.3856585366,49.0362926829,41.0180487805,45.109804878,51.5424634146
1961,65.9880243902,32.0959756098,33.3862195122,63.2734634146,47.3886012552,53.2865609756,65.3385121951,66.2843902439,62.1954146341,70.9731707317,69.5773170732,61.2391707317,41.5454634146,70.5209756098,37.731195122,34.9386341463,47.608902439,70.1956097561,53.4585121951,63.0725121951,60.9415853659,68.2126585366,60.5127804878,42.9768780488,55.1696341463,61.2296341463,63.036097561,32.7310243902,50.8931463415,36.8957073171,71.346097561,71.6448780488,70.7344146341,57.4086829268,43.7807560976,37.5630731707,41.9653414634,49.2300487805,57.2477317073,43.8381463415,49.109195122,62.1777073171,62.4818795682,64.5164390244,69.9278292683,70.5126829268,69.5099512195,44.4513414634,72.4382926829,52.5782439024,46.5903170732,53.7607560976,48.5815853659,69.6359632435,37.5988780488,69.4804878049,68.3628536585,39.0686341463,69.5891624203,68.8441463415,56.3927317073,70.1170731707,57.9855853659,39.9152195122,70.8780487805,63.8318536585,46.2667073171,35.0811219512,32.3256341463,42.3546585366,37.0324878049,68.5486341463,60.2495121951,46.1039512195,61.7252926829,58.3627073171,67.5793658537,46.9638780488,65.0155121951,42.7408780488,68.936097561,45.6202926829,42.112,69.9041219512,45.5089512195,49.2316341463,73.5034146341,72.0065853659,69.7602439024,64.7597073171,53.4715121951,68.31,58.7815853659,47.013,56.5641219512,41.3338780488,47.325,53.7362439024,61.0905609756,43.4965121951,63.5859756098,35.0462682927,44.2466829268,58.061902439,60.126804878,46.9947317073,70.1026829268,68.7377317073,70.0324390244,65.143097561,48.8641219512,62.1766829268,40.4572439024,36.499804878,57.6561463415,47.32105873,61.2493902439,28.3587317073,67.9027073171,43.4025365854,64.3917804878,49.2789756098,35.4667560976,44.1639268293,59.7483658537,38.0591219512,60.0543902439,70.3680173824,47.499195122,59.0390243902,35.5942682927,37.6382682927,47.6456585366,73.6526829268,73.5504878049,38.8606585366,70.9853658537,43.4910243902,45.981398903,47.3550243902,61.3926341463,48.2329268293,58.1222682927,39.0595121951,67.7780487805,68.9426585366,51.4382439024,63.2523658537,64.0182682927,54.0872581841,56.7846341463,62.0092926829,66.4158780488,66.5970243902,42.5487560976,43.1096970199,46.1743902439,48.6115365854,38.3632439024,66.087195122,49.8817073171,30.5404390244,52.0284634146,37.3622926829,32.1046585366,52.4172895371,51.031097561,60.047,70.2877560976,68.9780487805,73.4743902439,44.5318780488,53.3125609756,38.2734390244,40.9164878049,55.7662682927,56.5626097561,54.871195122,34.2275609756,61.7327073171,63.2537560976,42.6455121951,46.1044878049,43.9072926829,44.5600243902,68.7638536585,48.3044222729,68.1122682927,70.2707317073,59.2975365854,58.8096829268,60.1142439024,64.1015609756,59.744195122,47.088097561,53.006188136,50.4695121951,33.3205365854,49.429804878,41.2335365854,45.4875121951,51.9149512195
1962,66.3655365854,32.6118780488,33.7875853659,64.1628536585,48.0024362501,54.327,65.4326097561,66.7098536585,62.5985365854,70.9424390244,69.3095121951,61.6445853659,41.8603902439,70.2195121951,38.1894146341,35.4058780488,48.2015609756,69.4919512195,54.8182682927,63.4080243902,61.5679756098,68.6358292683,61.0743414634,43.2891463415,55.633097561,61.6816341463,63.594,33.0941463415,51.2350487805,37.3187804878,71.3670731707,71.196097561,70.830097561,57.8245121951,44.7126585366,38.2338292683,42.4059512195,49.8439512195,57.7392195122,44.2339756098,49.2103902439,62.740902439,62.9285938688,65.1382195122,70.2512439024,69.7868292683,69.6925121951,44.8744390244,72.3197560976,53.2992439024,47.045,54.3544878049,49.1065121951,69.6093522926,37.8515853659,69.5190243902,68.7420487805,39.6976585366,69.514312101,68.577804878,56.8174634146,70.3146341463,58.3835853659,40.3596341463,70.9268292683,64.2343414634,46.6825365854,35.2603902439,32.661097561,42.5628780488,37.3324146341,68.8922682927,60.670097561,46.6882926829,62.219195122,58.491804878,68.130097561,47.6329512195,65.4082439024,43.3182682927,67.8658536585,46.422,42.8532682927,70.0879756098,46.065804878,50.4183658537,73.7219512195,72.112195122,69.1497560976,65.2797804878,54.2513170732,68.5948780488,59.1990731707,47.6522439024,57.0026585366,41.5020731707,47.775,54.484097561,61.7931707317,43.7986097561,63.8804146341,35.3541219512,45.871195122,58.7633414634,60.5115853659,47.4022439024,69.0953658537,68.9981219512,69.4304878049,65.6157804878,49.2875853659,62.544195122,40.937804878,37.2134878049,58.1802439024,48.0505387213,61.8604634146,28.5484634146,68.2047804878,44.1513658537,65.061902439,50.1600487805,35.9122682927,44.8252195122,60.626902439,38.2741707317,60.6166829268,70.232706802,48.101097561,59.4390243902,35.6654634146,38.0790731707,48.2958780488,73.323902439,73.4480487805,39.2642195122,71.2317073171,44.3005121951,46.4531112721,48.2303414634,61.892,48.7527804878,58.4288536585,39.7173902439,67.4268292683,69.1449268293,51.8253170732,63.6941463415,64.226902439,54.5507786824,57.1706585366,62.7706585366,67.0290731707,67.0214146341,42.8377073171,43.8400716092,46.6945121951,49.0274634146,38.446,66.4322439024,50.3817073171,30.7527804878,52.720097561,37.7612195122,32.5291219512,52.8799640167,51.5972926829,60.4084390244,70.4943414634,68.9780487805,73.3504878049,44.8179512195,53.867804878,38.5288536585,41.555097561,56.2627073171,56.9746829268,55.287195122,34.7290487805,62.0972926829,63.760195122,43.3416829268,46.8367073171,44.1622439024,45.1470487805,69.146097561,49.0948157407,68.2966341463,70.1195121951,59.7130243902,59.8392195122,60.6974878049,64.4625609756,60.4105365854,47.688195122,53.4954458804,50.9695121951,34.2464390244,49.8132926829,41.4515121951,45.8536585366,52.277902439
1963,66.7139756098,33.1273170732,34.1884634146,64.887097561,48.6075914026,55.3635121951,65.5093902439,67.1378536585,62.9925853659,70.9117073171,69.4436585366,62.052,42.177804878,70.0514634146,38.6573414634,35.8796585366,48.7763170732,70.3092682927,56.1465853659,63.7370487805,62.1623414634,68.9920731707,61.6460487805,43.6034146341,56.08,62.1226097561,64.1267560976,33.4522195122,51.5679512195,37.7603414634,71.3807317073,71.1875609756,70.9333170732,58.2695121951,46.331,38.8801707317,42.8435609756,50.4188536585,58.2007560976,44.6288780488,49.3149756098,63.2938780488,63.3306875437,65.7680243902,70.5646829268,70.3043902439,69.860097561,45.2910487805,72.4004878049,54.0067804878,47.496195122,54.8966341463,49.6019512195,69.7669776104,38.1231219512,69.6812195122,69.0540731707,40.276804878,69.7591048637,69.0126829268,57.2321707317,70.5146341463,58.7815853659,40.9095853659,70.8268292683,64.6388292683,47.0784390244,35.4251707317,33.062097561,42.7691219512,37.6323414634,69.1857073171,61.0766829268,47.2826829268,62.707,58.6209268293,68.6434390244,48.289,65.7878780488,43.8896829268,68.8741463415,47.2116097561,43.6079512195,70.249804878,46.6180731707,51.5894146341,73.0429268293,,69.2480487805,65.7544878049,55.025195122,69.6580487805,59.6185609756,48.2697560976,57.443195122,41.6973414634,48.225,55.245902439,62.4557560976,44.0997073171,64.1644146341,35.7152195122,47.4562195122,59.3900731707,60.9205121951,47.7262439024,70.2043902439,69.2230731707,69.8290243902,66.0774634146,49.7147560976,62.9142439024,41.414902439,37.9981707317,58.642902439,48.9988308678,62.4595121951,28.7963902439,68.504902439,45.003902439,65.702902439,50.9872926829,36.3387804878,45.4600243902,61.3576585366,38.4807073171,61.160195122,70.0503873907,48.6860731707,59.887804878,35.7296341463,38.4998536585,48.9505121951,73.3370731707,73.0775609756,39.6673902439,71.2804878049,45.0955365854,46.9049573541,49.0561463415,62.3724146341,49.2486585366,58.7326097561,40.4378780488,68.3756097561,69.3549756098,52.3450487805,64.1322926829,64.4110487805,55.0092552974,57.5460731707,63.532,67.4410731707,67.339902439,43.1131219512,44.5718061537,47.2361463415,49.4379268293,38.4632439024,66.700804878,50.8817073171,30.9775609756,53.367195122,38.1621707317,32.9545853659,53.3146615648,52.146,60.7704634146,70.6057073171,68.6219512195,73.5553658537,45.1000487805,54.4389756098,38.7858536585,42.1891707317,56.718804878,57.3887560976,55.7057073171,35.2315365854,62.4587560976,64.1613902439,44.1007804878,47.5740243902,44.4237073171,45.7381219512,69.4577073171,50.283643442,68.4409268293,69.9170731707,60.1300243902,60.7823902439,61.2764146341,64.8287560976,61.0430243902,48.2872926829,54.1424403633,51.4695121951,35.1618292683,50.1957560976,41.678,46.2092195122,52.6293170732
1964,67.0442926829,33.6412439024,34.5903414634,65.438195122,49.2051183979,56.3925853659,65.5824146341,67.5654146341,63.3785853659,70.8809756098,69.9219512195,62.4574146341,42.4922195122,70.7551219512,39.1368536585,36.3589512195,49.2930487805,71.1212195122,57.4258780488,64.059097561,62.7336829268,69.2899268293,62.2248292683,43.9211707317,56.5102926829,62.553097561,64.633902439,33.8157560976,51.898804878,38.2253658537,71.7763414634,72.077804878,71.0475853659,58.7437073171,48.5808780488,39.505097561,43.2786585366,50.9522926829,58.6412682927,45.0247073171,49.4415853659,63.8361707317,63.6877811094,66.401804878,70.8691219512,70.4595121951,70.0137073171,45.7086341463,72.4851219512,54.7003170732,47.941902439,55.385195122,50.0753902439,70.2117265423,38.4145365854,70.3997560976,69.3099268293,40.7970731707,70.2259451839,69.2209756098,57.6388536585,70.6634146341,59.1795853659,41.5685365854,71.6243902439,65.041804878,47.4533658537,35.5809268293,33.5376341463,42.9718536585,37.9317560976,69.4294390244,61.4712682927,47.8866341463,63.1862439024,58.7495609756,69.1183658537,48.9279756098,66.1544390244,44.451097561,69.3809756098,47.989097561,44.3715365854,70.3945853659,47.169804878,52.7368292683,73.5417073171,,70.3117073171,66.1878536585,55.7926585366,70.1324390244,60.0360487805,48.861097561,57.8822439024,41.8920731707,48.675,56.0216341463,63.0803414634,44.398804878,64.4414390244,36.13,48.9577073171,59.9393902439,61.3635121951,47.9712439024,71.5090243902,69.4110487805,71.0280487805,66.528195122,50.142,63.2812682927,41.8905365854,38.8423170732,59.0555853659,50.1494681618,63.0494634146,29.1110487805,68.7999756098,45.955097561,66.3082682927,51.746097561,36.7487560976,46.0623414634,61.9349512195,38.684804878,61.6849512195,70.3132050502,49.2571463415,60.3365853659,35.787804878,38.8991219512,49.6080731707,73.7041463415,73.5958536585,40.0692195122,71.3292682927,45.8765853659,47.3363371664,49.8309512195,62.8358536585,49.7280487805,59.0330731707,41.2164878049,68.6292682927,69.5922682927,53.0548780488,64.5638536585,64.5702195122,55.4612534495,57.9298780488,64.2908292683,67.6504390244,67.5665121951,43.3705365854,45.3064707371,47.8112682927,49.8438780488,38.4359756098,66.9102195122,51.3817073171,31.2303902439,53.9662439024,38.5651219512,33.3805609756,53.7176262079,52.6747560976,61.1360243902,70.6363658537,68.6634146341,73.7331707317,45.3896585366,55.030097561,39.0498780488,42.8192195122,57.1351219512,57.8018292683,56.1227317073,35.7334878049,62.8151463415,64.4557804878,44.9238536585,48.3063170732,44.6977073171,46.3212682927,69.7082195122,51.8502013148,68.5431463415,70.1658536585,60.5465365854,61.6211463415,61.8485609756,65.2101219512,61.6071463415,48.8868292683,54.9774690677,51.9695121951,36.0657317073,50.5817560976,41.918,46.5586829268,52.9716585366
1965,67.3697560976,34.1536829268,34.9922195122,65.8273902439,49.7914045679,57.4057073171,65.6686829268,67.9915365854,63.7560731707,70.8502439024,69.722195122,62.8618292683,42.7901463415,70.6253658537,39.6327317073,36.8377560976,49.6497560976,71.293902439,58.6400731707,64.3746829268,63.292,69.5374146341,62.8061219512,44.2364146341,56.9238780488,62.9730731707,65.1159512195,34.2007317073,52.2445853659,38.7258536585,71.872195122,72.2017073171,71.1719268293,59.2440731707,51.2914390244,40.1244146341,43.7151707317,51.4413658537,59.0621707317,45.4262926829,49.6235365854,64.3647804878,64.0035169712,67.0315609756,71.1650731707,70.1631707317,70.1518292683,46.1471463415,72.3707317073,55.3788292683,48.376097561,55.8247073171,50.5203902439,70.3041953049,38.7269756098,70.8092682927,69.5171219512,41.2544634146,70.3368152519,68.977804878,58.0360243902,70.812195122,59.5785853659,42.326,71.6243902439,65.4367804878,47.8076341463,35.7316097561,34.093195122,43.1690487805,38.2316585366,69.638,61.8533414634,48.5086097561,63.6574146341,58.878195122,69.5553902439,49.5473658537,66.5120487805,44.9930731707,69.0712195122,48.7544878049,45.1385121951,70.5252926829,47.7281463415,53.8431219512,73.8687804878,,70.1717073171,66.5853170732,56.5521707317,70.2019512195,60.4490243902,49.4287560976,58.3152682927,42.0955609756,49.125,56.8212439024,63.668902439,44.6979268293,64.715,36.5933658537,50.3495365854,60.425,61.840902439,48.1502439024,71.3251219512,69.5610243902,70.7265853659,66.9674634146,50.5648780488,63.6341707317,42.3656829268,39.728902439,59.4337073171,51.4357802936,63.6317317073,29.5019268293,69.0864634146,46.9663902439,66.8843902439,52.4373902439,37.1482195122,46.6307317073,62.3582926829,38.9014146341,62.1904878049,70.3667219118,49.8152439024,60.7853658537,35.8434878049,39.2808780488,50.2706341463,73.5687804878,73.7231707317,40.4687804878,71.2268292683,46.6416829268,47.7540270479,50.5542682927,63.2852439024,50.2144390244,59.3332682927,42.037195122,69.4292682927,69.8697317073,53.9669512195,64.9894634146,64.707804878,55.9046455508,58.331195122,65.0431219512,67.6978536585,67.7188536585,43.6014146341,46.0238624293,48.4383902439,50.2483658537,38.3956829268,67.085804878,51.8817073171,31.5426341463,54.516195122,38.969097561,33.8070487805,54.0920272419,53.1897073171,61.5065121951,70.6033658537,68.3658536585,73.8617073171,45.7012439024,55.6471707317,39.3332682927,43.4447073171,57.5205853659,58.2094146341,56.5352439024,36.272902439,63.1679756098,64.6517560976,45.8144146341,49.0234390244,44.9887317073,46.8794878049,69.9056341463,53.6780443815,68.606804878,70.2146341463,60.9570487805,62.3474634146,62.4109512195,65.6116097561,61.9967804878,49.4847804878,55.8268475121,52.4695121951,36.9536585366,50.9718292683,42.1804878049,46.9130243902,53.3044634146
1966,67.699,34.6631219512,35.395097561,66.0893170732,50.3589541649,58.3918536585,65.7822439024,68.4147317073,64.1255609756,70.8195121951,70.0458536585,63.2672682927,43.0550731707,70.7063414634,40.1482439024,37.3090487805,49.7330487805,71.2234146341,59.7831219512,64.6837804878,63.8448536585,69.7346097561,63.3853414634,44.5431219512,57.323195122,63.3825365854,65.5754390244,34.6266585366,52.6212195122,39.2727560976,72.0043902439,72.3356097561,71.2993414634,59.7651219512,54.2041219512,40.7619268293,44.1585121951,51.8886585366,59.4633414634,45.843902439,49.8966341463,64.8777317073,64.2840807294,67.6492439024,71.4525365854,70.3848780488,70.2709268293,46.6335121951,72.4441463415,56.0442682927,48.790804878,56.2256585366,50.9204878049,70.5843303835,39.0610731707,71.0551219512,69.6806829268,41.6559756098,70.5672701506,69.4770731707,58.426195122,70.9609756098,59.9815853659,43.1589756098,71.5731707317,65.8187560976,48.1409756098,35.8816097561,34.7322439024,43.3586097561,38.5320731707,69.8374634146,62.2229268293,49.161097561,64.1190243902,59.0058536585,69.9614878049,50.1476585366,66.8627804878,45.5046341463,69.8224390244,49.5072439024,45.9023658537,70.6414146341,48.3007560976,54.8864146341,73.3004878049,72.2856097561,70.926097561,66.9498292683,57.3032682927,70.9865853659,60.852,49.9816829268,58.7382926829,42.3265121951,49.575,57.6577073171,64.2224390244,44.999,64.9880487805,37.096195122,51.6295365854,60.8725365854,62.345,48.2827560976,71.5202439024,69.6744634146,70.7073170732,67.3942682927,50.9780487805,63.9584146341,42.8428292683,40.6394146341,59.7932195122,52.7830376545,64.2047317073,29.9709756098,69.3663658537,47.9766829268,67.4471707317,53.0752926829,37.5446829268,47.1646829268,62.6387073171,39.1505609756,62.6763658537,70.3780704719,50.3647804878,61.2341463415,35.8996585366,39.6511219512,50.9412926829,73.5129268293,73.9953658537,40.8636585366,71.1243902439,47.3843414634,48.1703245716,51.2241219512,63.7275121951,50.7367804878,59.6362439024,42.8795609756,69.8268292683,70.186195122,55.0412195122,65.4062682927,64.8357317073,56.3413011909,58.7461219512,65.7858780488,67.6594634146,67.8125121951,43.7972682927,46.7099841618,49.137,50.6533658537,38.3758536585,67.2559512195,52.3817073171,31.9482195122,55.0165365854,39.3720731707,34.2280243902,54.4480213479,53.6994878049,61.8792682927,70.5242439024,69.012195122,74.0785365854,46.0532926829,56.2987073171,39.6513902439,44.0686341463,57.890097561,58.6085365854,56.9372682927,36.8947804878,63.5183170732,64.7701707317,46.7749512195,49.7157317073,45.2962926829,47.3937317073,70.0565365854,55.6288851127,68.6359268293,70.212195122,61.3575853659,62.9698292683,62.9616585366,66.0325853659,62.0873902439,50.0831219512,56.7486864419,52.9695121951,37.8215853659,51.3630243902,42.4724878049,47.2862682927,53.6277073171
1967,68.0346829268,35.1700731707,35.7999756098,66.2872195122,50.9054131477,59.3404634146,65.9300243902,68.8304878049,64.4880731707,70.8692682927,69.917804878,63.6687317073,43.2800243902,71.0129268293,40.6808292683,37.7683170732,49.5096341463,70.413902439,60.858,64.9873902439,64.3972926829,69.8816585366,63.9543902439,44.8407804878,57.7117560976,63.7825121951,66.0173902439,35.1070243902,53.0417073171,39.8685609756,72.207804878,72.6365853659,71.4218536585,60.3033170732,57.0123902439,41.4369512195,44.6136341463,52.2982195122,59.8402195122,46.2819512195,50.283097561,65.3765609756,64.5413944219,68.2478536585,71.731,70.2641463415,70.3735121951,47.1816585366,72.922195122,56.695097561,49.1875121951,56.6065853659,51.2682439024,70.7288153082,39.4134390244,71.2529268293,69.8021219512,42.0155609756,70.6771620223,69.6665853659,58.8083414634,71.1609756098,60.3875853659,44.0309512195,72.1243902439,66.1822439024,48.4552439024,36.0384390244,35.4432682927,43.5395121951,38.8325121951,70.0524634146,62.5810243902,49.8490487805,64.5715853659,59.1330243902,70.3466097561,50.7373902439,67.2087317073,45.979804878,69.4070731707,50.2478780488,46.656097561,70.7435121951,48.8927073171,55.848804878,73.7831707317,71.5097560976,70.9565853659,67.2883658537,58.0439756098,71.2765853659,61.2394878049,50.5327317073,59.1463170732,42.5332926829,50.025,58.5300243902,64.7429756098,45.3025609756,65.2625365854,37.6238780488,52.8311463415,61.3181463415,62.8540487805,48.3998292683,71.603902439,69.7613414634,70.393902439,67.8111219512,51.3813902439,64.2439756098,43.3239268293,41.5533658537,60.1515365854,54.0762423107,64.7639756098,30.5056341463,69.6402195122,48.9163658537,68.012195122,53.6805121951,37.9451707317,47.6731707317,62.8153170732,39.4442195122,63.1446585366,70.7143822609,50.9087317073,61.6829268293,35.9643414634,40.0188536585,51.6195365854,73.8041463415,74.0665853659,41.2538536585,71.4731707317,48.1070731707,48.5956239835,51.8465121951,64.1695121951,51.3185365854,59.9421219512,43.7174878049,69.4243902439,70.5245365854,56.1737073171,65.8168292683,64.9664634146,56.7713673744,59.156804878,66.512097561,67.626902439,67.8601463415,43.9596097561,47.3549233641,49.9151219512,51.0578536585,38.4159756098,67.4457317073,52.8817073171,32.4628292683,55.4707317073,39.7725365854,34.639,54.7958752233,54.2156341463,62.2477073171,70.4195365854,69.3658536585,74.1224390244,46.452804878,56.9817317073,40.0111463415,44.6894634146,58.2650243902,58.9931707317,57.3252926829,37.5966097561,63.8672439024,64.8479268293,47.8005121951,50.3836097561,45.6188536585,47.8515121951,70.1611219512,57.5040305391,68.6455121951,70.5609756098,61.7441219512,63.5147560976,63.498804878,66.4624634146,61.8420487805,50.6818292683,57.6173877782,53.4695121951,38.6715365854,51.7494146341,42.7919756098,47.6864634146,53.9454390244
1968,68.3771463415,35.6720243902,36.2058536585,66.4749512195,51.4334853056,60.2440487805,66.1134878049,69.2292682927,64.8421219512,70.9190243902,70.0575609756,64.0567073171,43.4679756098,70.6931707317,41.2281219512,38.2165365854,49.0102195122,71.2251219512,61.8697317073,65.2850243902,64.9498536585,69.9826341463,64.5077073171,45.1364146341,58.0946097561,64.1724878049,66.4468780488,35.6513414634,53.5125121951,40.5127560976,72.3534146341,72.5902439024,71.5359756098,60.8556097561,59.4688536585,42.161,45.0845609756,52.6770731707,60.1957804878,46.7409756098,50.791902439,65.8653658537,64.7869253942,68.8208780488,72.0024878049,69.8407317073,70.465097561,47.7916341463,73.1214634146,57.3303414634,49.5727073171,56.9855365854,51.5686829268,70.7861484073,39.7786829268,71.537804878,69.8829268293,42.3461707317,70.7233152347,69.6163414634,59.1824878049,71.3097560976,60.7975853659,44.9099268293,71.7243902439,66.5257317073,48.7564146341,36.2115853659,36.2112439024,43.7132195122,39.1329512195,70.3025609756,62.9266341463,50.5689512195,65.0141463415,59.2587073171,70.7202439024,51.3246341463,67.5489268293,46.4170731707,69.2302439024,50.9744390244,47.3962195122,70.8330731707,49.5105853659,56.717902439,74.0058536585,71.0565853659,70.78,67.6053658537,58.7727804878,71.6112195122,61.6089756098,51.0908292683,59.5358536585,42.6188780488,50.475,59.4276829268,65.2350243902,45.6096097561,65.5369756098,38.1682926829,53.9773658537,61.7901219512,63.3514146341,48.5309268293,71.3136585366,69.8351463415,70.0429268293,68.2185121951,51.7752195122,64.4823170732,43.8089756098,42.452804878,60.523097561,55.2482906966,65.3024634146,31.0937804878,69.9115853659,49.7358536585,68.588097561,54.2657317073,38.3566829268,48.1627073171,62.9316829268,39.7888780488,63.5984634146,70.1762415741,51.4490487805,62.1317073171,36.044,40.3935853659,52.3008536585,73.6126829268,73.9419512195,41.6423170732,71.1243902439,48.8183414634,49.0351107764,52.4279268293,64.6172195122,51.969195122,60.2454634146,44.530902439,70.2195121951,70.8672195122,57.2771463415,66.2216585366,65.1089512195,57.1944960451,59.5493170732,67.215804878,67.6712439024,67.8743414634,44.0914634146,47.9586816687,50.7752439024,51.4578292683,38.5505609756,67.6737317073,53.3817073171,33.0869512195,55.8796585366,40.1685121951,35.0374878049,55.1429641639,54.7471463415,62.6063414634,70.3093414634,68.9170731707,73.9729268293,46.9052682927,57.6927560976,40.4124878049,45.3082195122,58.6596829268,59.3608292683,57.693804878,38.3358780488,64.2122682927,64.918,48.8791219512,51.0285121951,45.9559268293,48.2427804878,70.2230731707,59.176815776,68.651097561,69.9512195122,62.1111707317,64.0047317073,64.019,66.8927073171,61.2930487805,51.2809268293,58.3338977494,53.9695121951,39.5069756098,52.126,43.1334634146,48.1136341463,54.2601463415
