Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Guatemala,GTM,45.5316341463,46.1039512195,46.6882926829,47.2826829268,47.8866341463,48.5086097561,49.161097561,49.8490487805,50.5689512195,51.3103170732,52.0531463415,52.7740243902,53.4524878049,54.0740243902,54.6341463415,55.1327560976,55.5788292683,55.9917560976,56.3915121951,56.7905853659,57.2014878049,57.6327560976,58.0859512195,58.5586341463,59.0538292683,59.5680731707,60.0973170732,60.633097561,61.1698780488,61.7046585366,62.2384146341,62.7731219512,63.3117560976,63.8563902439,64.4065853659,64.9629756098,65.5272195122,66.095902439,66.6615609756,67.215195122,67.7412195122,68.2204878049,68.6458536585,69.015195122,69.331902439,69.6089756098,69.8644146341,70.1192682927,70.3891463415,70.6810487805,70.9959756098,71.327902439
Guam,GUM,61.2263414634,61.7252926829,62.219195122,62.707,63.1862439024,63.6574146341,64.1190243902,64.5715853659,65.0141463415,65.4467073171,65.8673170732,66.2754878049,66.6707317073,67.0530487805,67.4224390244,67.778902439,68.1224146341,68.4544390244,68.7754878049,69.0875121951,69.3905365854,69.6865365854,69.9755365854,70.2585365854,70.5355365854,70.8065365854,71.0680487805,71.3200731707,71.5645853659,71.804097561,72.044097561,72.2876097561,72.5400731707,72.8045365854,73.0839512195,73.3813170732,73.6991707317,74.034,74.3822926829,74.7384878049,75.0980243902,75.4527560976,75.7986585366,76.1312682927,76.4476829268,76.7475365854,77.0325609756,77.3074146341,77.5757317073,77.8390487805,78.1008536585,78.3605853659
Guyana,GUY,58.2326097561,58.3627073171,58.491804878,58.6209268293,58.7495609756,58.878195122,59.0058536585,59.1330243902,59.2587073171,59.383902439,59.5076097561,59.6303414634,59.7515609756,59.871804878,59.9915365854,60.1097804878,60.226,60.3397073171,60.4529268293,60.5661463415,60.6819268293,60.8012926829,60.9272439024,61.0593170732,61.1990243902,61.344804878,61.4966585366,61.6520487805,61.8094390244,61.9668292683,62.122195122,62.2750243902,62.4248292683,62.5711707317,62.7145609756,62.8525121951,62.983,63.1070731707,63.2282926829,63.3512682927,63.4847560976,63.6410487805,63.8242195122,64.0357073171,64.2733170732,64.5291707317,64.7912682927,65.0472195122,65.287195122,65.5056097561,65.7024878049,65.8800731707
High income,HIC,68.1350575167,68.5386630471,68.5938557066,68.8146746463,69.1949754949,69.319982381,69.5626723846,69.7770269829,69.7351196651,69.9149920443,70.2115394757,70.5189178972,70.7626376524,70.9135898891,71.2818937667,71.51127922,71.7063274268,71.9988975851,72.1437380411,72.3916474449,72.4200044065,72.7534723679,73.1103330607,73.1842718778,73.3721395106,73.5669289891,73.9837125536,74.2243073663,74.3240460539,74.5075383641,74.6071939683,74.708827556,74.7346310914,74.5604148352,74.7463538251,74.9194180275,75.370458503,75.7719796588,75.9043672452,75.9568870606,76.1395524896,76.4094826434,76.511519369,76.6598148436,77.0699004161,77.1695749314,77.6278850789,77.9206516416,78.0889013912,78.374649128,78.6372513368,78.8834805368
"Hong Kong SAR, China",HKG,66.9997073171,67.5793658537,68.130097561,68.6434390244,69.1183658537,69.5553902439,69.9614878049,70.3466097561,70.7202439024,71.0878536585,71.4524390244,71.4585365854,71.456097561,72.1097560976,72.612195122,73.3682926829,72.8195121951,73.3195121951,73.5756097561,73.6731707317,74.6731707317,75.3243902439,75.4292682927,75.2756097561,76.0292682927,76.4341463415,76.6853658537,76.8829268293,77.0829268293,77.0292682927,77.3804878049,77.8829268293,77.6780487805,78.0317073171,78.5292682927,78.6829268293,79.6268292683,80.1268292683,80.1317073171,80.3829268293,80.8780487805,81.4243902439,81.4780487805,81.3292682927,81.7804878049,81.5804878049,82.3756097561,82.3268292683,82.3756097561,82.7756097561,82.9780487805,83.4219512195
Honduras,HND,46.2883170732,46.9638780488,47.6329512195,48.289,48.9279756098,49.5473658537,50.1476585366,50.7373902439,51.3246341463,51.9148780488,52.5151463415,53.1329512195,53.7708292683,54.4307560976,55.1152439024,55.8232926829,56.554902439,57.3030487805,58.0637317073,58.8329268293,59.6121219512,60.4058536585,61.2120731707,62.024804878,62.8315365854,63.6137560976,64.3509512195,65.0301463415,65.6452926829,66.1944390244,66.6890487805,67.1436341463,67.579195122,68.0087560976,68.436804878,68.8578780488,69.26,69.6276829268,69.9544390244,70.2387560976,70.4841463415,70.6970731707,70.8905121951,71.0774634146,71.267902439,71.4733170732,71.7026829268,71.9565121951,72.2343414634,72.5342439024,72.8503170732,73.173195122
Croatia,HRV,64.6086585366,65.0155121951,65.4082439024,65.7878780488,66.1544390244,66.5120487805,66.8627804878,67.2087317073,67.5489268293,67.8813658537,68.2004878049,68.5016341463,68.7787317073,69.0292439024,69.2527073171,70.0019512195,70.4553658537,70.7443902439,70.5387804878,70.4273170732,70.1753658537,70.3443902439,70.4826829268,70.2748780488,70.2185365854,70.886097561,71.4190243902,71.4702439024,71.4882926829,71.8446341463,72.1704878049,72.1853658537,71.2414634146,71.5224390244,71.8034146341,72.0843902439,72.3653658537,72.4951219512,72.3170731707,72.6419512195,72.807804878,74.5129268293,74.7173170732,74.613902439,75.5202439024,75.2446341463,75.8368292683,75.7056097561,75.912195122,76.1682926829,76.4756097561,76.8756097561
Haiti,HTI,42.159,42.7408780488,43.3182682927,43.8896829268,44.451097561,44.9930731707,45.5046341463,45.979804878,46.4170731707,46.8173902439,47.1911463415,47.5487073171,47.9034878049,48.2639756098,48.633195122,49.0093170732,49.3815121951,49.7414878049,50.084804878,50.4124878049,50.7329756098,51.0581463415,51.3972926829,51.7577804878,52.1385365854,52.5345121951,52.9362195122,53.3327317073,53.715097561,54.079902439,54.4286097561,54.7667804878,55.1003902439,55.4339756098,55.767097561,56.0922682927,56.3975365854,56.677902439,56.934902439,57.1775121951,57.4227804878,57.6952195122,58.0112682927,58.3819268293,58.8071219512,59.2837804878,59.8018292683,60.3372195122,60.8704146341,61.3849268293,61.8667560976,62.3059756098
Hungary,HUN,68.0031707317,68.936097561,67.8658536585,68.8741463415,69.3809756098,69.0712195122,69.8224390244,69.4070731707,69.2302439024,69.3146341463,69.1646341463,69.0524390244,69.6646341463,69.5180487805,69.2480487805,69.29,69.5731707317,69.8480487805,69.393902439,69.6153658537,69.0617073171,69.1392682927,69.357804878,68.9736585366,69.0258536585,68.972195122,69.1734146341,69.6512195122,70.0234146341,69.4617073171,69.3156097561,69.3770731707,69.1170731707,69.1012195122,69.4697560976,69.7917073171,70.3287804878,70.7024390244,70.557804878,70.6770731707,71.2463414634,72.2487804878,72.3487804878,72.3,72.6487804878,72.6487804878,73.0975609756,73.1512195122,73.7024390244,73.9048780488,74.2073170732,74.8585365854
Indonesia,IDN,44.8065121951,45.6202926829,46.422,47.2116097561,47.989097561,48.7544878049,49.5072439024,50.2478780488,50.9744390244,51.6874146341,52.3868780488,53.0718292683,53.7423170732,54.3988536585,55.0409512195,55.6686341463,56.2813902439,56.8802195122,57.4635853659,58.034,58.5904390244,59.1324146341,59.6609512195,60.176,60.6785853659,61.169195122,61.6473658537,62.1145609756,62.5702926829,63.0150487805,63.4493414634,63.8736585366,64.287,64.6903414634,65.0827073171,65.4660731707,65.8404634146,66.2053658537,66.561804878,66.9102439024,67.2512195122,67.5857317073,67.9142682927,68.2363170732,68.5503902439,68.8544390244,69.1459512195,69.422902439,69.6852926829,69.933097561,70.1678536585,70.3915609756
India,IND,41.3836341463,42.112,42.8532682927,43.6079512195,44.3715365854,45.1385121951,45.9023658537,46.656097561,47.3962195122,48.1221707317,48.8404146341,49.5603414634,50.2884390244,51.0247804878,51.760902439,52.4834634146,53.1736341463,53.8155365854,54.3987804878,54.9194146341,55.3784634146,55.7809268293,56.1431463415,56.48,56.8003414634,57.1080243902,57.4053658537,57.6922926829,57.970804878,58.246902439,58.529195122,58.8248292683,59.1369756098,59.4677804878,59.818804878,60.1885609756,60.574,60.9685121951,61.367,61.7654634146,62.1618536585,62.5566341463,62.9493414634,63.3400487805,63.7242682927,64.0975853659,64.455097561,64.7938536585,65.1133902439,65.413195122,65.6942439024,65.9584878049
Ireland,IRL,69.6917560976,69.9041219512,70.0879756098,70.249804878,70.3945853659,70.5252926829,70.6414146341,70.7435121951,70.8330731707,70.9151219512,70.9962195122,71.0813658537,71.1745853659,71.2808780488,71.4032926829,71.5462926829,71.7128780488,71.9000487805,72.1047560976,72.3230243902,72.5493658537,72.7777804878,73.0037804878,73.2223902439,73.4345853659,73.640902439,73.848804878,74.0633170732,74.2864390244,74.5156097561,74.7413170732,74.9505365854,75.1362439024,75.2964390244,75.4376341463,75.5713414634,75.7853658537,75.9697560976,76.1953658537,76.0736585366,76.5407317073,77.1397560976,77.6365853659,77.9175609756,78.1985365854,78.4795121951,78.7604878049,79.0414634146,79.1414634146,79.887804878,80.8951219512,80.4951219512
"Iran, Islamic Rep.",IRN,44.9455121951,45.5089512195,46.065804878,46.6180731707,47.169804878,47.7281463415,48.3007560976,48.8927073171,49.5105853659,50.1583414634,50.8639756098,51.6615853659,52.5444634146,53.478804878,54.4104634146,55.2134878049,55.7359268293,55.9078780488,55.7306829268,55.2655365854,54.6673902439,54.1433658537,53.8891463415,54.0415365854,54.6471463415,55.6993170732,57.124195122,58.7459268293,60.4014878049,61.9980487805,63.4459512195,64.6868292683,65.7293658537,66.5904634146,67.2720243902,67.7954390244,68.2020487805,68.5481219512,68.8837560976,69.2325365854,69.6077073171,70.0042439024,70.401195122,70.7813658537,71.1453414634,71.4933170732,71.8295121951,72.1586097561,72.4842439024,72.8079268293,73.1301463415,73.4493170732
Iraq,IRQ,48.0306829268,49.2316341463,50.4183658537,51.5894146341,52.7368292683,53.8431219512,54.8864146341,55.848804878,56.717902439,57.4923414634,58.1876829268,58.8305853659,59.4410243902,60.022,60.5611463415,60.9927317073,61.2300243902,61.238804878,61.035097561,60.6771219512,60.2911463415,60.0358536585,60.039804878,60.382097561,61.0803170732,62.1066097561,63.3824634146,64.759902439,66.1061463415,67.3425609756,68.4025609756,69.2509756098,69.9117073171,70.4093170732,70.7486585366,70.9465609756,71.0312926829,71.0403414634,71.0029268293,70.9347073171,70.8299268293,70.6674146341,70.4310487805,70.1235609756,69.7686585366,69.407902439,69.0915609756,68.8594634146,68.7346829268,68.7279512195,68.8297560976,69.0157804878
Iceland,ISL,73.4286585366,73.5034146341,73.7219512195,73.0429268293,73.5417073171,73.8687804878,73.3004878049,73.7831707317,74.0058536585,73.7763414634,73.933902439,73.5704878049,74.4558536585,74.4509756098,74.5117073171,75.5787804878,76.972195122,76.3736585366,76.6492682927,76.7731707317,76.8465853659,76.5214634146,77.037804878,76.8456097561,77.5765853659,77.6024390244,77.9907317073,77.3390243902,77.0829268293,78.1409756098,78.0363414634,77.9919512195,78.7602439024,78.9346341463,79.2470731707,77.9843902439,78.777804878,78.8853658537,79.6024390244,79.3512195122,79.6536585366,80.6902439024,80.5024390244,80.9634146341,80.9975609756,81.5024390244,81.1585365854,81.4536585366,81.6097560976,81.7512195122,81.8975609756,82.3585365854
Israel,ISR,,72.0065853659,72.112195122,,,,72.2856097561,71.5097560976,71.0565853659,70.9704878049,71.2134146341,71.7190243902,71.0780487805,71.6934146341,71.6617073171,72.0451219512,72.956097561,72.9585365854,73.2073170732,73.5073170732,73.8756097561,74.2609756098,74.1097560976,74.4585365854,74.8073170732,75.2073170732,74.956097561,75.2585365854,74.4365853659,76.3073170732,76.6073170732,76.7585365854,76.5048780488,77.1536585366,77.4024390244,77.4512195122,78.1048780488,78,78.1487804878,78.6585365854,78.9536585366,79.4073170732,79.4512195122,79.6487804878,80.1463414634,80.1512195122,85.1634146341,85.1146341463,80.9512195122,81.4048780488,81.6024390244,81.756097561
Italy,ITA,69.123902439,69.7602439024,69.1497560976,69.2480487805,70.3117073171,70.1717073171,70.926097561,70.9565853659,70.78,70.8119512195,71.5587804878,71.8068292683,72.0753658537,72.0263414634,72.7343902439,72.6473170732,72.9919512195,73.3646341463,73.6931707317,74.0026829268,73.9431707317,74.353902439,74.8146341463,74.6402439024,75.3895121951,75.4953658537,75.8107317073,76.2251219512,76.4056097561,76.8048780488,76.8590243902,76.8780487805,77.237804878,77.51,77.7497560976,78.0143902439,78.3319512195,78.6285365854,78.4268292683,78.8268292683,79.4268292683,79.8292682927,79.9780487805,79.9317073171,80.7292682927,80.5804878049,81.1317073171,81.2853658537,81.3853658537,81.3853658537,81.7365853659,82.087804878
Jamaica,JAM,64.1918292683,64.7597073171,65.2797804878,65.7544878049,66.1878536585,66.5853170732,66.9498292683,67.2883658537,67.6053658537,67.904804878,68.1881219512,68.4542926829,68.7018292683,68.9312439024,69.1460487805,69.3562926829,69.5705609756,69.7943658537,70.0257317073,70.2596341463,70.4855121951,70.6883414634,70.8544878049,70.9739268293,71.044097561,71.0614390244,71.029902439,70.9615365854,70.8694146341,70.763097561,70.6537073171,70.5483414634,70.4506097561,70.3676097561,70.3053902439,70.2689512195,70.2582682927,70.2727804878,70.3114390244,70.3752682927,70.4712926829,70.6046097561,70.7757317073,70.9816829268,71.2184390244,71.4784146341,71.7560731707,72.040804878,72.3230243902,72.5941463415,72.8471219512,73.0763902439
Jordan,JOR,52.6852682927,53.4715121951,54.2513170732,55.025195122,55.7926585366,56.5521707317,57.3032682927,58.0439756098,58.7727804878,59.4876829268,60.1902195122,60.8813414634,61.5610731707,62.2283902439,62.880804878,63.512804878,64.117902439,64.6935853659,65.2378780488,65.7492682927,66.2312926829,66.6879512195,67.1247560976,67.5457073171,67.9502682927,68.3383902439,68.7065609756,69.0497073171,69.366804878,69.6573658537,69.9208536585,70.1573170732,70.3722682927,70.5687560976,70.7512439024,70.9257317073,71.0956829268,71.2635609756,71.4328780488,71.605097561,71.7797560976,71.9563658537,72.1324878049,72.3046097561,72.4737560976,72.638902439,72.8010487805,72.961195122,73.1197804878,73.2783414634,73.4358780488,73.5918780488
Japan,JPN,67.666097561,68.31,68.5948780488,69.6580487805,70.1324390244,70.2019512195,70.9865853659,71.2765853659,71.6112195122,71.8387804878,71.9502439024,72.8829268293,73.5065853659,73.7575609756,74.393902439,75.0573170732,75.4568292683,75.8982926829,76.0382926829,76.3375609756,76.0917073171,76.4143902439,76.9229268293,76.9614634146,77.3653658537,77.6504878049,78.0646341463,78.4836585366,78.3992682927,78.8180487805,78.8368292683,79.1007317073,79.153902439,79.2936585366,79.6870731707,79.5363414634,80.2002439024,80.4241463415,80.5014634146,80.5707317073,81.076097561,81.4170731707,81.5634146341,81.76,82.0302439024,81.9251219512,82.3219512195,82.5070731707,82.5875609756,82.9314634146,82.8426829268,82.5912195122
Kazakhstan,KAZ,58.3675853659,58.7815853659,59.1990731707,59.6185609756,60.0360487805,60.4490243902,60.852,61.2394878049,61.6089756098,61.9564634146,62.2764634146,62.5649512195,62.8249512195,63.0604390244,63.2799268293,63.4923658537,63.7097560976,63.9405853659,64.191902439,64.4667317073,66.6243902439,66.706097561,66.787804878,67.662195122,68.5365853659,68.5365853659,68.9134146341,69.2902439024,68.8487804878,68.2902439024,68.3365853659,67.9829268293,67.7317073171,66.7268292683,65.6731707317,64.9195121951,64.1097560976,64.4634146341,64.5609756098,65.5195121951,65.5170731707,65.7682926829,65.9682926829,65.8658536585,65.887804878,65.9097560976,66.1609756098,66.5048780488,67.0219512195,68.4292682927,68.2953658537,68.8934146341
Kenya,KEN,46.3624146341,47.013,47.6522439024,48.2697560976,48.861097561,49.4287560976,49.9816829268,50.5327317073,51.0908292683,51.6589268293,52.2330243902,52.8086585366,53.3778536585,53.9351707317,54.4795609756,55.0200731707,55.5691463415,56.1312926829,56.7029512195,57.272097561,57.8201707317,58.325097561,58.7648780488,59.1215121951,59.382,59.5453902439,59.6157073171,59.6080243902,59.5274390244,59.3715121951,59.1153414634,58.7245365854,58.191097561,57.5295121951,56.7707804878,55.9554146341,55.1279512195,54.3472682927,53.672195122,53.1515609756,52.8401219512,52.7771463415,52.9524634146,53.3454634146,53.9346097561,54.6973414634,55.601195122,56.5923414634,57.6130487805,58.6150487805,59.5470731707,60.370902439
Kyrgyz Republic,KGZ,56.1280731707,56.5641219512,57.0026585366,57.443195122,57.8822439024,58.3152682927,58.7382926829,59.1463170732,59.5358536585,59.9038780488,60.244902439,60.5544146341,60.8354146341,61.092902439,61.332902439,61.5648536585,61.7972439024,62.0400731707,62.300902439,62.5857560976,62.9037804878,63.2636341463,63.6588780488,64.0775121951,64.5049268293,64.9189512195,65.2937804878,65.611195122,65.8585853659,67.9073170732,68.2975609756,68.5512195122,68.1024390244,67.1926829268,66.0390243902,65.7902439024,66.543902439,66.8926829268,67.0512195122,67.0024390244,68.5585365854,68.7073170732,68.1073170732,68.256097561,68.1536585366,67.956097561,67.6951219512,67.8463414634,68.4512195122,69.1024390244,69.3,69.6024390244
Cambodia,KHM,41.2012926829,41.3338780488,41.5020731707,41.6973414634,41.8920731707,42.0955609756,42.3265121951,42.5332926829,42.6188780488,42.4628536585,41.6803902439,39.8172439024,36.7827073171,32.7571707317,28.1228292683,23.7279756098,20.6148780488,19.5049268293,20.7504634146,24.2897804878,29.6135365854,35.8563414634,41.9323170732,46.9936829268,50.676804878,52.8791463415,53.8173414634,54.1006829268,54.2409268293,54.4191707317,54.753,55.2643658537,55.8542682927,56.4541463415,57.0810731707,57.7516585366,58.4769756098,59.2550731707,60.0824390244,60.9585365854,61.8872682927,62.8750243902,63.9091463415,64.9675609756,66.0247073171,67.0431219512,67.9828292683,68.8209512195,69.5440487805,70.148195122,70.6433658537,71.051097561
Kiribati,KIR,46.875,47.325,47.775,48.225,48.675,49.125,49.575,50.025,50.475,50.925,51.375,51.825,52.275,52.725,53.175,53.6235121951,54.068097561,54.5102195122,54.9498780488,55.391,55.8420487805,56.3129268293,56.8085853659,57.3254634146,57.8595609756,58.3953170732,58.9141707317,59.4016829268,59.8504878049,60.259195122,60.6375121951,61.0011463415,61.368195122,61.7522682927,62.1568780488,62.5784634146,63.0083902439,63.4344878049,63.8450731707,64.2365853659,64.6064634146,64.9567560976,65.293,65.6207560976,65.9430243902,66.2632682927,66.5839512195,66.9065609756,67.2305853659,67.557,67.8838292683,68.2096097561
"Korea, Rep.",KOR,53.0013170732,53.7362439024,54.484097561,55.245902439,56.0216341463,56.8212439024,57.6577073171,58.5300243902,59.4276829268,60.3317317073,61.2072682927,62.4436585366,62.8365853659,63.2295121951,63.5926829268,63.9558536585,64.3017073171,64.6475609756,64.971097561,65.2946341463,65.8019512195,66.3092682927,66.7742682927,67.2392682927,67.886097561,68.5329268293,69.171097561,69.8092682927,70.3343902439,70.8595121951,71.2948780488,71.7302439024,72.206097561,72.6819512195,73.0381707317,73.3943902439,73.821097561,74.247804878,74.8106097561,75.3734146341,75.8554878049,76.3375609756,76.823902439,77.2602439024,77.8465853659,78.4326829268,78.9692682927,79.3495121951,79.8326829268,80.2973170732,80.5658536585,80.8658536585
Kuwait,KWT,60.3479512195,61.0905609756,61.7931707317,62.4557560976,63.0803414634,63.668902439,64.2224390244,64.7429756098,65.2350243902,65.7011219512,66.1427804878,66.5600487805,66.9544390244,67.3279512195,67.6851219512,68.0299268293,68.3673902439,68.7014634146,69.0321463415,69.3613902439,69.6886829268,70.0130243902,70.3303902439,70.6367804878,70.9286341463,71.2034634146,71.4572195122,71.689902439,71.9005365854,72.0900731707,72.2595365854,72.4114146341,72.5477317073,72.6734878049,72.7896829268,72.8983414634,73.0014634146,73.0970487805,73.1871219512,73.2726585366,73.3552195122,73.433804878,73.5109268293,73.5865609756,73.6622195122,73.7383170732,73.8168292683,73.8987073171,73.9829268293,74.07,74.1619268293,74.2582439024
Lao PDR,LAO,43.1929268293,43.4965121951,43.7986097561,44.0997073171,44.398804878,44.6979268293,44.999,45.3025609756,45.6096097561,45.9181219512,46.2266585366,46.5307317073,46.8283658537,47.1185609756,47.4007804878,47.6744878049,47.9386341463,48.1966341463,48.456,48.7227073171,49.004804878,49.3098536585,49.6429268293,50.0135609756,50.4272439024,50.8959756098,51.4276829268,52.0218292683,52.6728536585,53.3747560976,54.1195609756,54.897804878,55.6965365854,56.5012926829,57.299097561,58.0814634146,58.8414146341,59.5803902439,60.295902439,60.9854390244,61.6444634146,62.27,62.8660243902,63.4350487805,63.9785365854,64.5004634146,65.0038292683,65.4915853659,65.9687804878,66.4363902439,66.8984390244,67.3549512195
Lebanon,LBN,63.2801219512,63.5859756098,63.8804146341,64.1644146341,64.4414390244,64.715,64.9880487805,65.2625365854,65.5369756098,65.8103658537,66.0787073171,66.3370243902,66.5798536585,66.8052195122,67.0121463415,67.1996585366,67.3677317073,67.5213902439,67.667097561,67.8103658537,67.9566585366,68.1134390244,68.2827073171,68.4684390244,68.6736829268,68.8979756098,69.137902439,69.3905121951,69.6532926829,69.929195122,70.2211463415,70.5360487805,70.8767804878,71.2462195122,71.6438780488,72.0662195122,72.5092926829,72.9661463415,73.4323658537,73.9059512195,74.3908292683,74.8949268293,75.4212439024,75.9662682927,76.5216585366,77.0715853659,77.5967317073,78.0833170732,78.5224146341,78.9100731707,79.2527804878,79.5589268293
Liberia,LBR,34.7831707317,35.0462682927,35.3541219512,35.7152195122,36.13,36.5933658537,37.096195122,37.6238780488,38.1682926829,38.724902439,39.3021463415,39.9135365854,40.5661463415,41.260097561,41.9843902439,42.7256585366,43.4679268293,44.1902682927,44.8686585366,45.4866097561,46.0220731707,46.4589268293,46.8000731707,47.0530243902,47.2267804878,47.3198292683,47.3311707317,47.282902439,47.2117560976,47.1594390244,47.2024390244,47.4227317073,47.8514878049,48.4836585366,49.2869512195,50.1628292683,50.9795121951,51.6333170732,52.0707560976,52.3011707317,52.4091219512,52.5334634146,52.810804878,53.3286585366,54.0962439024,55.0661707317,56.1403902439,57.1882195122,58.1074878049,58.859195122,59.4343170732,59.8598780488
Libya,LBY,42.641195122,44.2466829268,45.871195122,47.4562195122,48.9577073171,50.3495365854,51.6295365854,52.8311463415,53.9773658537,55.0722926829,56.1185853659,57.1179756098,58.073195122,58.9854146341,59.8576585366,60.6914146341,61.4886097561,62.2480243902,62.9685121951,63.6494634146,64.2868780488,64.8742195122,65.4105609756,65.8984146341,66.3427804878,66.7511463415,67.1325121951,67.4973658537,67.8537073171,68.2090243902,68.5648536585,68.9211707317,69.273,69.6178292683,69.9566341463,70.291902439,70.6256097561,70.9597073171,71.294195122,71.6300243902,71.9662195122,72.301195122,72.634,72.9596585366,73.2747317073,73.5762926829,73.8584146341,74.1206585366,74.3630731707,74.5856829268,74.7924878049,74.9874634146
St. Lucia,LCA,57.3037560976,58.061902439,58.7633414634,59.3900731707,59.9393902439,60.425,60.8725365854,61.3181463415,61.7901219512,62.3003902439,62.8525121951,63.4431707317,64.0537073171,64.6678780488,65.2787560976,65.8848292683,66.4879512195,67.088,67.6794146341,68.2503170732,68.7819512195,69.255097561,69.6574878049,69.9862195122,70.2422439024,70.4355121951,70.5842682927,70.7087317073,70.8256097561,70.9407317073,71.0494390244,71.1381707317,71.1945121951,71.2145121951,71.2051463415,71.1809512195,71.1574878049,71.1552926829,71.1913658537,71.2761707317,71.4235365854,71.6442682927,71.9282926829,72.2616341463,72.6289268293,73.0079268293,73.374,73.7069268293,73.9944390244,74.2281463415,74.4110243902,74.5529512195
Sri Lanka,LKA,59.7471463415,60.126804878,60.5115853659,60.9205121951,61.3635121951,61.840902439,62.345,62.8540487805,63.3514146341,63.8294634146,64.2816829268,64.704195122,65.1016097561,65.4794634146,65.8427073171,66.2071707317,66.592195122,67.0026097561,67.4368292683,67.8827804878,68.3093658537,68.678,68.9623170732,69.149097561,69.2441463415,69.2759512195,69.2875365854,69.3217317073,69.4031707317,69.5343414634,69.6794878049,69.780195122,69.7964146341,69.7167317073,69.5659756098,69.4205853659,69.3825853659,69.5273170732,69.8875853659,70.4525853659,71.1571219512,71.9009512195,72.5736829268,73.0942439024,73.4340243902,73.6007317073,73.6360243902,73.6200243902,73.6199512195,73.661195122,73.7552682927,73.8992926829
Lesotho,LSO,46.5107073171,46.9947317073,47.4022439024,47.7262439024,47.9712439024,48.1502439024,48.2827560976,48.3998292683,48.5309268293,48.6945609756,48.9082195122,49.1798780488,49.5040243902,49.8751463415,50.2937073171,50.7622195122,51.2831463415,51.8474878049,52.4437804878,53.0575365854,53.6683170732,54.254195122,54.8046829268,55.313804878,55.782,56.2526341463,56.7885609756,57.4076585366,58.0869512195,58.7675365854,59.331097561,59.6363902439,59.5776585366,59.095097561,58.1802926829,56.8378780488,55.1069268293,53.1267560976,51.0550731707,49.0226097561,47.1829756098,45.6716829268,44.5434878049,43.8247560976,43.5334634146,43.6577317073,44.1483414634,44.8822195122,45.7392439024,46.6345853659,47.4834146341,48.2197560976
Lithuania,LTU,69.8473170732,70.1026829268,69.0953658537,70.2043902439,71.5090243902,71.3251219512,71.5202439024,71.603902439,71.3136585366,70.9285365854,70.8043902439,71.7353658537,71.0246341463,71.332195122,71.2441463415,70.8673170732,70.9580487805,70.8095121951,70.6046341463,70.482195122,70.482195122,70.4607317073,70.8368292683,70.777804878,70.32,70.5012195122,72.0807317073,71.9346341463,71.762195122,71.4253658537,71.1607317073,70.3641463415,70.2343902439,68.9104878049,68.5302439024,69.0063414634,70.1080487805,70.9090243902,71.2195121951,71.5707317073,72.0195121951,71.6585365854,71.7609756098,72.0609756098,71.9609756098,71.2536585366,71.056097561,70.9,71.812195122,72.9146341463,73.2682926829,73.5634146341
Luxembourg,LUX,68.4463902439,68.7377317073,68.9981219512,69.2230731707,69.4110487805,69.5610243902,69.6744634146,69.7613414634,69.8351463415,69.9048536585,69.9834634146,70.0814390244,70.2048292683,70.3576829268,70.5420731707,70.7571219512,70.9985121951,71.2567804878,71.5234390244,71.7964146341,72.0750487805,72.361097561,72.6573658537,72.9627804878,73.2753414634,73.5886829268,73.8965609756,74.1947317073,74.4808292683,74.7524146341,75.0099268293,75.4634146341,75.7707317073,75.712195122,76.3707317073,76.512195122,76.5195121951,76.8804878049,77.0170731707,77.7707317073,77.8731707317,77.8243902439,77.9658536585,77.7268292683,79.1219512195,79.4317073171,79.287804878,79.3829268293,80.5390243902,80.6365853659,80.6317073171,80.987804878
Latvia,LVA,69.7868292683,70.0324390244,69.4304878049,69.8290243902,71.0280487805,70.7265853659,70.7073170732,70.393902439,70.0429268293,69.7968292683,69.8353658537,70.1646341463,69.8787804878,69.8134146341,69.7409756098,68.9253658537,69.047804878,69.1046341463,68.987804878,68.4956097561,68.8085365854,68.7863414634,69.3282926829,69.1190243902,69.1629268293,69.2914634146,70.6224390244,70.6929268293,70.6153658537,70.1553658537,69.2731707317,69.0324390244,68.396097561,66.7226829268,65.6643902439,66.3912195122,68.7765853659,69.3492682927,69.012195122,69.7429268293,70.3146341463,70.7609756098,70.9609756098,71.2658536585,72.0268292683,71.356097561,70.8658536585,71.0195121951,72.4195121951,73.0804878049,73.4829268293,73.5756097561
"Macao SAR, China",MAC,64.6609268293,65.143097561,65.6157804878,66.0774634146,66.528195122,66.9674634146,67.3942682927,67.8111219512,68.2185121951,68.6164146341,69.0053658537,69.3868292683,69.7598292683,70.1243414634,70.4818536585,70.8313902439,71.1739512195,71.509,71.8365853659,72.157195122,72.4713170732,72.7779512195,73.0781219512,73.3722926829,73.6599756098,73.9421707317,74.218902439,74.4906341463,74.7573902439,75.0196829268,75.2769756098,75.5307804878,75.7796097561,76.0244146341,76.2652439024,76.5020731707,76.7344146341,76.9627560976,77.1866097561,77.4069756098,77.6228292683,77.8346585366,78.0419756098,78.2462926829,78.4481219512,78.6490243902,78.8515609756,79.0572682927,79.2661463415,79.4777073171,79.6929512195,79.9098292683
